S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,gene
971.6387,1542.6209,2753.8941,2525.7161,701.9906,962.28,117.8895,226.332,447.3091,1244.9941,899.8794,4958.4845,839.3067,2604.5105,722.3279,2029.5995,1045.023,2178.4824,293.1646,557.9718,ACE
30.4622,126.2723,36.9039,84.3099,22.8337,261.0466,,1047.9965,32.8714,22.9682,21.3683,185.4091,49.3537,44.0044,32.7121,22.0546,19.6018,34.9127,24.3038,102.5237,ACHE
1537.8151,2157.1247,1514.9772,,2288.0562,2625.3143,2284.4188,1597.5341,1940.058,2251.7668,2142.6848,2737.2027,2030.5523,2095.7096,2347.6607,2147.4173,1987.1363,1473.103,2284.0506,1874.8109,ACIN1
4404.937,8192.43,4406.4222,8190.1042,3618.267,5880.0144,2590.5469,4677.2347,4113.1163,8209.6584,3364.122,7154.7763,4176.8508,12552.2552,3627.2347,4946.6048,4541.0924,13836.4802,3661.2658,8066.4775,ACLY
4424.3697,1064.8791,4700.6949,777.9948,1760.5328,500.0599,225.6114,1710.6957,1119.5617,1179.3286,1532.3074,748.4885,1785.5464,916.9417,947.8889,1439.35,2155.3813,1707.1607,1455.6962,1181.7345,ACMSD
667.542,262.4046,598.1308,117.1875,289.8126,247.635,329.7609,301.1889,222.3655,106.596,286.7482,177.7509,277.3208,101.7602,217.9536,282.6465,311.1792,137.1571,314.9367,224.5302,ACN9
4953.2563,1586.8321,7753.6544,1414.0625,6180.3279,1135.6724,,1328.93,4856.2681,1867.1967,4209.2021,1304.3128,5433.3137,2204.0704,3406.2381,2012.7684,5718.4278,1817.5989,4828.3544,1870.6588,ACO1
9359.1492,5652.0865,12559.4249,3890.2539,8305.5504,3528.0086,6585.5455,,6623.574,8951.2691,8693.4827,,7115.4377,5497.7118,6827.2575,6081.3001,10245.8193,8925.0232,9605.8734,5412.2149,ACO2
1288.23,107.0452,1500.8819,203.2389,976.5398,141.219,1197.9088,58.745,575.3883,187.3734,1457.6185,100.8424,673.634,282.7063,565.0285,274.3122,1423.5671,205.7927,1277.3013,95.1906,ACOT11
110.8193,0.3181,67.5773,0,53.8642,0.479,33.8005,0,30.2933,0.2945,70.6531,0,31.1398,4.4004,28.1476,1.1608,52.2716,0,60.2532,0,ACOT12
2706.9275,1263.9663,2877.0429,695.4655,1350.4215,854.9683,649.0464,1057.948,876.8514,1024.4081,1321.5613,615.3849,1493.8073,669.0319,914.3819,1102.0778,1706.5646,922.5935,1372.5013,692.6196,ACOT13
1285.1891,337.1501,1488.6173,159.1797,1532.2014,708.4182,541.6323,476.0018,1041.5727,578.3274,1472.3419,575.9774,1416.275,647.9648,1278.4329,807.8932,791.8326,805.8425,1131.1392,293.5181,ACOT1
835.084,212.4682,1190.5104,136.0677,898.7119,352.5326,374.5534,265.5218,932.6458,534.1578,725.1422,280.9351,863.1022,387.7888,612.0198,362.7394,690.148,552.191,768.6076,191.6331,ACOT2
620.2731,108.4606,667.6252,55.6641,258.7822,317.5668,143.9956,174.8129,184.9823,373.086,302.9468,150.3426,251.1751,176.5677,221.3769,262.3331,319.755,428.9277,283.038,73.4594,ACOT4
56.1975,5.4071,68.5358,1.6276,28.6885,6.7058,6.0456,11.4487,6.1231,9.1284,35.1542,4.8368,24.9706,3.3003,7.9878,17.4115,26.1358,13.8938,20.7595,1.9163,ACOT6
3668.5924,1420.8015,3098.011,745.7682,1282.7869,1440.3066,204.7266,682.5187,1452.1431,1085.1001,1541.2718,827.4889,1786.7215,1600.11,858.8817,1177.5972,1646.5544,1737.7984,922.5316,896.2043,ACOT7
715.2048,429.8028,616.8176,276.8001,369.6311,502.1818,472.8414,734.8569,343.7351,223.3657,414.6441,233.8976,312.1122,205.9021,302.3811,280.0696,465.6049,322.1696,410.881,483.1646,ACOT8
460.084,519.402,381.0208,562.8255,387.0023,603.9995,514.427,947.6002,458.9107,482.6266,354.6441,635.2277,428.0259,422.9923,444.2754,416.715,387.1363,425.3652,340.7595,509.4248,ACOT9
4576.1555,1634.9746,5417.5605,1355.2572,3519.9063,1326.9213,2006.1803,1122.413,2213.6964,1306.5371,3398.4525,1327.0214,3617.4207,1630.1155,2587.2955,997.8294,3989.6314,2567.6202,3501.5544,1813.2934,ACOX1
2695.9034,213.1043,3037.1435,128.2552,1299.7658,148.0062,65.6774,274.7688,853.3677,686.9847,1060.8306,157.1947,1410.1058,652.3652,905.2872,26.1172,1543.6447,332.0271,1214.1772,129.033,ACOX2
269.4328,275.7634,345.0755,232.4219,257.6112,492.8751,347.0734,503.7428,302.9326,242.9329,370.1534,322.0476,355.4642,243.6744,303.1571,364.4806,363.8591,349.8397,372.1519,390.2928,ACOX3
2358.1933,1869.5929,2147.1364,1575.8464,1690.8665,1229.5533,1827.6999,1917.6574,1301.3213,2368.0801,1545.7522,1335.3486,1502.3502,1322.3322,1293.2674,1971.5612,1707.8101,1728.5358,1756.4557,1455.1343,ACP1
1150.7353,1109.0935,1284.4476,884.1146,1000.5855,1630.4634,1094.8063,1314.8393,1176.6033,603.3569,1247.6305,976.2193,1031.1398,787.6788,994.2944,1104.4689,1106.2787,984.3249,1049.6203,1412.975,ACP2
3700.105,3820.2926,3369.2787,1198.8932,1566.1593,1598.3715,105.5235,577.2787,3280.3738,294.7585,1393.4172,1420.395,1935.0764,932.8933,1272.7273,1515.9605,2001.8377,380.8336,1031.8987,1416.4883,ACP5
327.7311,243.3206,381.9794,161.1328,338.993,141.3004,549.6015,144.8701,322.591,373.086,317.7667,138.2507,351.9389,270.077,232.4078,244.3413,468.8106,263.9829,192.4051,260.3017,ACP6
389.1807,634.8601,401.6295,297.8516,266.3934,479.9425,557.0212,355.3501,310.9894,296.8198,266.7586,393.3898,344.8884,402.6403,356.4093,272.1997,278.9178,351.9772,234.4304,665.9252,ACPL2
998.4244,30.8524,594.7759,29.9479,1018.7354,7.6638,803.7923,14.531,649.6938,6.1837,2652.0765,8.0613,1459.4595,265.1265,740.9661,11.6077,2952.5268,7.125,1363.038,27.7868,ACPP
57.7731,85.5598,23.005,61.849,19.9063,85.2593,18.1369,65.1695,47.0512,80.3887,22.0576,28.2144,36.7215,29.703,24.3439,63.2618,22.0521,32.419,19.7468,98.3717,ACRBP
8533.0882,180.6616,20623.5322,220.3776,3893.4426,414.8006,293.4872,274.3285,3444.7309,760.6007,3409.6157,125.3527,5426.557,1138.6139,3252.1871,244.3413,5359.8775,237.264,3456.2025,287.1303,ACSF2
428.5714,429.3893,579.4393,371.7448,405.1522,408.5738,450.3985,390.5768,541.4115,200.53,549.0264,289.8025,413.631,375.6876,391.0232,344.1672,635.0179,426.4339,654.6835,674.5486,ACSF3
9350.3151,8867.0483,12151.4498,3478.8411,8205.5035,1976.2903,5564.4408,1794.3637,6433.7738,7430.212,9869.0333,4786.3765,6966.8038,4103.4103,5922.404,2852.0023,9588.974,6304.5957,8506.8354,2792.4142,ACSL1
1353.9916,1081.1069,1445.4829,976.5625,2102.459,937.3728,3047.8153,1125.4954,2022.5588,1143.9929,2607.2721,1126.1588,2281.4336,1421.3421,1848.992,785.2583,2168.4533,1011.0438,2564.0506,1204.7337,ACSL3
2675.9454,1458.6514,3373.5921,1923.1771,5129.9766,1935.0976,5485.2982,2077.0586,7541.7338,1472.3204,4819.2314,1602.5796,6306.4042,2738.7239,6054.0129,1452.6988,5163.4507,1368.7211,6144.8101,2201.5454,ACSL4
316.7017,916.9847,211.838,616.862,407.4941,1090.1688,586.6996,1463.2321,610.0548,1313.3098,417.3703,761.7896,504.7004,685.9186,590.7189,982.0081,282.1848,463.1279,320.5063,958.4851,ACSL5
91.9118,31.1705,85.3103,14.3229,110.6557,15.8065,13.1904,9.6874,74.7664,4.7114,190.2464,8.8674,162.4559,19.802,46.0251,3.4823,226.2379,4.6313,140.7595,22.6766,ACSL6
7.3529,3.8168,46.9686,59.5703,7.6112,6.2268,11.5416,6.605,9.6681,5.0059,35.8435,1.6123,7.6381,0.5501,43.3625,44.6895,4.9005,3.2063,25.8228,173.1086,ACSM1
12862.9202,3899.173,13468.9672,1347.3307,8518.1499,410.0108,70.8986,915.0154,6444.0864,2860.7185,6532.8278,2675.131,15901.2926,5787.6788,7378.8513,6048.1718,9504.8494,5389.7399,8200.5063,1751.8463,ACSM2A
11858.1933,3453.2443,14466.8104,483.724,6896.9555,497.665,45.0673,1278.2915,6194.0058,2902.8269,6618.3009,2800.8867,9305.5229,3392.1892,5585.0133,5143.935,7890.5564,5753.1172,4791.3924,836.798,ACSM2B
2282.6996,708.0916,2878.2315,606.1133,1945.5211,194.5587,1205.136,300.317,1069.3458,1231.9435,2004.5942,253.4784,2160.2615,541.0011,1406.4663,896.4539,2895.1424,1061.0296,2670.719,655.9091,ACSM3
1081.9328,1393.4478,1326.6235,1206.7057,545.082,530.2359,41.7697,879.3483,381.5662,1038.5748,538.6869,529.6252,319.624,271.1771,469.38,1679.0482,781.6233,1016.0314,631.3924,534.3371,ACSM5
2162.2899,1343.5115,1702.8517,763.3464,2805.0351,991.977,2341.5774,1090.2686,2252.0142,3474.3816,3691.5389,1395.8081,1947.121,1905.3905,1734.4998,1065.5833,3244.9209,1742.7859,3732.1519,1072.5068,ACSS1
3388.6555,1620.5471,3822.1903,767.9036,2630.5621,1046.1023,963.7263,881.1096,2244.602,1603.3569,2425.2973,902.8617,2577.262,1058.3058,1962.7235,1693.5577,3425.0128,1142.5009,2637.4684,2282.3507,ACSS2
1543.0672,574.1094,1660.6758,503.5807,998.829,154.712,539.7087,42.2721,888.1727,936.1013,1120.1103,194.6796,1165.9812,826.1826,870.2929,350.5514,1384.3798,557.1785,1296.2025,998.4086,ACSS3
2767.6733,2510.4358,4167.515,16046.1263,6383.1733,22270.9089,2051.0882,28200.1321,11185.6494,10109.5465,3478.0941,12177.6219,8466.0282,19068.5039,5720.388,9075.1886,3599.5467,9543.0353,1762.9165,3926.4704,ACTA2
34110.8193,58138.3588,46535.8255,68846.6797,56136.4169,162203.3289,77982.9624,163031.2638,71700.29,36743.6307,41444.4253,103696.4933,49354.8766,59016.5017,65875.2377,73220.5456,42873.7111,74706.4482,61242.5316,118467.2862,ACTB
23.6345,5.7252,26.8392,56.3151,29.8595,47.8985,17.8621,461.0304,202.7071,28.8575,33.431,31.0359,46.416,393.8394,39.9391,7.545,37.9786,95.8318,16.7089,11.1786,ACTC1
23705.3571,29556.9338,27596.4534,34446.9401,35785.7143,76472.7578,53890.9041,66873.624,46235.5785,21260.6007,30676.5466,48398.6296,29826.087,31245.3245,47852.035,38908.8799,29906.6871,55161.7385,45992.4051,62698.8493,ACTG1
17.8571,66.1578,88.186,655.2734,12.2951,749.6108,71.1734,2091.5896,443.4418,409.3051,50.3188,542.5232,38.4841,724.9725,46.4055,448.0557,29.8111,485.2155,3.038,62.2808,ACTG2
624.4748,579.5165,476.3959,760.7422,458.4309,607.8314,862.05,1230.295,566.5485,615.1355,539.0315,713.8251,563.161,513.2013,551.5405,585.6065,472.8943,780.9049,499.7468,800.0683,ACTL6A
967.9622,7173.028,1237.9583,4627.6042,1333.7237,11375.8831,1665.0179,7856.4509,3237.5121,4422.8504,1384.801,6224.5062,2538.1904,4023.1023,2698.7448,3408.0093,1290.0459,3835.0552,939.2405,2328.0232,ACTN1
12.0798,4.1349,7.6683,5.2083,9.3677,35.9238,10.1676,30.8234,9.9903,23.8516,13.0967,5.2398,6.463,10.451,10.2701,38.3053,10.2093,47.3815,11.6456,6.7072,ACTN2
10490.7038,7470.6807,15046.6715,11599.5345,13828.3255,13722.3183,14505.3174,11584.4298,17484.3861,8998.3245,12797.5116,19392.8335,14347.7556,15307.6678,18565.4165,14331.9269,14785.2333,13264.8023,14383.0127,12523.727,ACTN4
1528.8866,1178.4351,938.4136,692.3828,1103.0445,920.6083,1312.4485,988.9916,1166.613,1301.8257,958.4698,930.2701,1119.859,998.8999,1067.7064,839.8143,1122.6136,1208.4076,1067.3418,730.761,ACTR10
1901.2605,1750.3181,2086.7481,2278.6458,2317.3302,3324.6318,2598.5161,3386.6138,2793.748,1262.662,2218.8523,2816.2031,2132.1974,1981.8482,2557.6265,2012.7684,2206.4319,2755.2547,2152.9114,3277.8848,ACTR1A
2079.8319,1703.8804,1694.2248,1593.099,1435.0117,1274.0989,1441.6048,1520.4756,1262.9713,1163.722,1598.4835,1814.5909,1211.2221,1603.4103,1298.5926,1664.5386,1457.8867,1685.4293,1736.7089,1361.2341,ACTR1B
3570.3782,5424.9364,4446.681,7030.9245,5169.7892,7093.2822,5478.4281,7202.5539,6131.1634,5999.7055,4458.3836,6506.2475,6288.1904,6698.0198,5599.0871,5471.271,5023.3793,5162.8073,4571.6456,7127.1558,ACTR2
131.3025,84.2875,196.5013,105.7943,161.007,88.1332,241.8247,103.0383,131.1634,77.7385,192.3143,73.3575,167.4501,98.4598,167.364,99.8259,153.5477,114.0007,213.1646,110.5084,ACTR3B
169.6429,195.6107,80.0383,85.612,131.1475,83.8223,96.7299,216.6446,95.0693,50.9423,98.9144,19.347,62.2797,44.0044,82.1605,89.9594,116.7943,66.2629,72.9114,119.7707,ACTR3C
2407.0378,4111.9593,2581.3563,4474.9349,2895.1991,5477.6673,4461.6653,7769.705,3729.2942,3592.4617,2439.4279,4450.2217,3352.2327,3564.9065,3599.0871,3597.2142,2588.2593,3469.5404,2558.9873,4482.6185,ACTR3
163.8655,193.7023,150.012,155.2734,155.7377,272.0632,180.8189,350.0661,158.234,156.3604,146.476,190.6489,170.094,176.5677,178.7752,177.5972,142.1133,178.8386,148.8608,245.2904,ACTR5
542.0168,605.2799,435.6578,494.1406,522.2482,354.9276,514.427,496.6975,476.9578,611.013,405.6522,388.9561,491.1868,352.5853,463.294,489.2629,502.7055,608.1226,469.3671,428.3001,ACTR6
712.7101,400.4453,596.2138,304.0365,647.541,357.8015,586.6996,387.4945,605.8653,459.364,644.8389,348.6497,641.8919,575.9076,603.6516,284.9681,666.8709,301.7456,704.8101,525.0748,ACTR8
2882.3529,1700.3817,2648.4543,1489.5833,3104.8009,1309.0648,4918.9338,2234.258,2724.7825,1351.0012,3863.1742,1003.2245,2813.161,1846.5347,2313.4272,1423.0992,3753.7519,2147.1322,3222.2785,2187.4923,ACVR1B
28.3613,6.3613,39.7795,5.5339,59.1335,7.1848,9.3432,13.21,62.8424,56.5371,26.538,5.2398,35.5464,11.0011,29.6691,1.7411,31.0362,4.6313,38.481,2.8745,ACVR1C
1058.8235,848.6005,1291.6367,853.1901,714.8712,899.533,917.285,1058.1242,1094.1025,889.2815,900.224,1092.3015,1233.5488,1070.9571,1015.9757,918.166,896.3757,1081.5818,708.3544,1012.4617,ACVR1
435.3992,317.7481,384.3757,272.4609,491.2178,290.2646,498.7634,234.6984,316.1457,176.6784,457.005,350.262,486.4865,403.7404,465.9566,215.9025,416.5391,254.7203,382.7848,297.9895,ACVR2A
414.3908,242.3664,415.0491,313.151,432.0843,173.8714,469.9093,173.9322,264.9049,368.669,510.4256,351.8742,459.7532,512.1012,385.3176,312.2461,480.6534,155.326,351.8987,325.7763,ACVR2B
709.5588,1961.8321,745.7465,1815.4297,823.185,2127.1704,676.8343,1176.5742,1571.0603,1745.583,723.4189,5143.0875,908.6369,2067.6568,1413.4652,2217.0633,675.4467,2639.4727,722.5316,988.827,ACVRL1
27840.9401,1605.916,27570.9514,950.804,10624.2213,1370.8538,887.274,1129.4584,6347.0222,836.5165,12183.8222,684.0871,10242.5147,2374.0374,5477.3678,1068.0325,19856.1184,2664.4104,14444.8304,2052.3302,ACY1
2129.7269,614.1858,3065.4206,391.276,1201.9906,593.9408,47.8153,823.8661,697.3896,475.265,1391.3493,469.5687,1299.9412,655.1155,719.2849,947.1851,2093.3129,818.3114,1524.0506,428.6195,ACY3
95.063,114.8219,48.8857,67.3828,73.185,92.923,54.9602,49.7578,51.2407,139.2815,28.6059,95.526,42.5969,62.7063,52.1111,87.6378,29.4028,94.7631,30.3797,59.0869,ACYP1
161.2395,127.5445,143.7815,137.0443,116.5105,157.5859,165.1553,198.5909,137.6088,81.2721,102.7055,101.5719,97.5323,77.5578,100.038,106.2101,99.6427,123.9758,118.9873,158.4167,ACYP2
378.6765,192.112,341.7206,251.6276,367.6815,108.7295,355.5922,65.1695,244.9243,167.5501,376.7017,116.0822,310.2233,150.165,192.849,121.8804,416.9474,185.2512,411.1392,214.9485,ADAL
1536.7647,2515.2672,1297.388,5936.849,1546.2529,1704.227,4103.5999,1468.9564,1989.6874,2373.9694,2241.9438,3371.6243,2187.7203,2955.9956,2447.3184,2388.8566,1836.0388,1675.4542,1446.5823,3751.2187,ADAM10
21.5336,128.1807,33.0697,453.125,57.9625,2027.0626,9.8928,1043.5931,180.1482,60.6596,10.3395,72.1483,233.255,146.8647,107.2651,68.4852,20.4186,55.2191,13.6709,221.6557,ADAM12
631.8277,1512.7226,495.5667,932.9753,733.0211,2262.723,929.1014,3156.7591,1635.1917,1459.364,952.6107,2640.0645,707.7556,1954.945,1080.2587,2262.3331,793.4661,1562.8785,854.1772,1630.1816,ADAM15
354.5168,683.5242,355.6195,816.0807,384.0749,461.2621,587.2492,617.7895,566.8708,650.7656,404.6183,885.53,556.1105,649.615,577.7862,537.4347,377.3354,475.953,365.0633,679.9782,ADAM17
55.6723,360.369,67.098,702.474,106.5574,1211.8309,120.6375,412.1532,92.1689,123.3804,66.1727,1094.7199,272.6204,413.0913,187.9041,279.1642,91.0669,178.4824,31.8987,146.9187,ADAM19
113.4454,112.2774,84.3518,165.0391,111.8267,29.2181,272.0528,17.1731,172.0915,522.3793,198.518,45.5462,237.074,195.2695,198.1742,149.1584,139.2547,68.4004,142.7848,41.8399,ADAM22
6.8277,12.0865,8.6269,56.6406,18.1499,62.747,10.4424,18.4941,47.6958,9.1284,62.7262,6.0459,98.1199,14.8515,19.0186,8.7057,92.292,12.4688,26.8354,4.1521,ADAM23
148.6345,460.8779,174.4548,800.4557,107.7283,200.2155,51.9373,203.4346,192.7167,189.9293,106.152,104.3934,212.3972,208.4708,113.3511,236.7963,167.8407,148.9134,78.481,455.4481,ADAM28
14.7059,4.771,5.7513,14.3229,23.4192,25.3862,14.0148,13.21,106.0264,6.7727,6.5483,1.2092,14.9824,27.5028,23.5831,0,4.0837,1.0688,6.0759,5.749,ADAM33
3022.7101,35184.9968,1436.8991,16945.8984,4833.1616,64912.6572,365.0976,6561.2638,34423.8801,4336.49,339.2625,2379.21,9640.7609,15024.7085,14495.4317,3378.3053,321.9071,1310.6341,212.4658,5809.1094,ADAM6
36.2395,205.7888,53.6784,250.3255,41.5691,357.8015,30.2281,1344.3417,86.6903,77.7385,9.3055,170.8988,84.0188,139.1639,85.9642,104.4689,24.5023,45.244,11.1392,166.4014,ADAM8
2476.8908,6276.7176,2007.6683,7085.9375,2223.6534,2953.8977,3035.9989,3125.4954,3923.3,5539.1637,2068.2406,3276.0983,3127.4971,3657.8658,3273.1076,4182.8207,2910.4645,2266.8329,1967.5949,4882.1736,ADAM9
1.5756,358.4606,1.4378,299.8047,0.5855,280.6849,0.2748,219.2867,14.1798,67.7267,0.3446,5.2398,35.8402,67.6568,11.0308,33.6622,6.9423,29.2127,0,33.2164,ADAMDEC1
74.0546,343.8295,44.5723,395.8333,112.4122,302.2393,16.2132,233.3774,131.1634,471.437,36.1882,296.6546,117.5088,181.5182,109.167,285.5485,56.3553,123.9758,49.1139,92.3033,ADAMTS10
14.7059,29.8982,18.2123,123.6979,18.7354,226.5597,3.0228,129.4584,46.4067,43.2862,11.0288,47.1584,76.9683,59.956,43.7429,23.7957,14.293,13.5376,15.1899,12.7755,ADAMTS12
61.9748,44.8473,48.4064,65.1042,70.2576,34.9659,59.0822,7.926,43.5063,10.6007,41.3579,33.4543,42.8907,19.802,32.3317,11.0273,43.2874,7.8375,49.6203,52.3797,ADAMTS13
0.5252,22.9008,4.7927,84.9609,7.6112,259.1306,4.3968,75.7376,7.7345,21.7903,3.1018,29.4236,5.8754,14.3014,6.086,11.6077,2.0419,6.4125,2.5316,17.8858,ADAMTS14
168.5924,34.3511,69.0151,56.6406,83.7237,33.0499,227.2602,3.0823,81.534,8.245,482.1644,23.3777,86.0752,59.956,61.6204,19.733,250.3318,29.5689,200,56.2124,ADAMTS15
195.3782,2.8626,234.843,21.8099,358.8993,42.1506,258.5875,13.21,671.9304,7.9505,405.9969,19.7501,610.1645,255.2255,838.3416,3.4823,529.2496,22.4439,696.2025,117.8544,ADAMTS16
28.8866,26.7176,35.4661,18.8802,60.8899,28.2601,22.2589,4.8437,18.3693,52.7091,80.3033,24.9899,50.5288,22.0022,22.8224,33.6622,82.0827,13.1813,116.962,18.2051,ADAMTS17
6.3025,39.4402,3.3549,17.5781,16.9789,31.134,5.7708,3.5227,11.2794,40.3416,5.859,92.7046,6.7568,20.9021,15.9757,51.0737,12.6595,18.1689,12.6582,5.1102,ADAMTS18
825.105,2404.8982,1852.8636,1791.6667,2781.0304,4577.1764,5430.0632,1822.1048,8144.3764,2505.3004,1402.7227,4254.736,4002.0564,5542.9043,4961.202,5871.7353,1217.7642,1962.2373,1498.7342,5001.6249,ADAMTS1
20.4832,133.9059,67.5773,492.513,70.8431,641.8393,8.7936,327.609,241.7016,179.0342,19.3004,549.3753,123.678,209.571,201.2172,214.7417,35.12,172.7823,35.443,53.6573,ADAMTS2
17.8571,138.3588,43.1344,136.0677,72.5995,110.1664,108.5463,93.7913,142.4428,40.636,102.0162,142.6844,97.5323,59.956,163.5603,90.5398,38.7953,36.3377,25.3165,100.288,ADAMTS3
32.563,1520.9924,302.8996,1053.0599,313.8173,5145.2521,55.7846,1218.406,1092.1689,814.4876,7.2376,4861.7493,325.2056,789.879,944.8459,2605.9199,25.7274,649.4478,319.4937,916.3258,ADAMTS4
381.8277,850.5089,290.9178,902.0182,577.2834,1418.7522,731.7944,577.2787,488.8817,442.874,481.8197,2648.5288,732.9612,1189.769,832.2556,2173.5345,397.3456,727.1108,462.2785,375.2816,ADAMTS5
23.1092,15.5852,9.1062,8.4635,30.445,25.3862,17.3124,14.0907,30.2933,22.3793,35.4989,16.9287,22.9142,40.154,20.9205,19.1526,16.3349,4.6313,9.6203,7.0265,ADAMTS6
25.2101,170.1654,39.7795,302.0833,60.3044,465.094,4.3968,178.3355,75.4109,235.8657,28.2612,1614.2684,51.1163,299.78,101.5595,365.0609,37.1618,328.1083,53.1646,158.0973,ADAMTS7
39.916,10.4962,28.277,10.7422,50.3513,21.0753,48.3649,31.7041,98.292,16.1955,62.0369,20.9593,47.8848,37.9538,40.6999,13.3488,37.1618,23.5126,49.1139,10.2204,ADAMTS8
554.0966,978.3715,792.2358,1421.5495,1064.4028,1479.1043,841.7148,788.6394,1262.649,658.7161,796.8292,1976.2193,1063.4548,1591.3091,1088.2465,1411.4916,891.8836,566.441,909.8734,2242.1077,ADAMTS9
196.9538,61.3868,228.6125,64.4531,593.6768,280.6849,38.4721,162.4835,610.3771,154.0047,457.005,193.0673,476.792,228.8229,425.6371,94.0221,298.5197,25.6502,436.4557,28.4256,ADAMTSL1
710.6092,122.1374,740.9538,290.0391,1072.5995,332.4153,256.3891,243.9454,1268.1276,329.5053,642.0817,282.5474,1295.8284,1029.703,1167.7444,269.2977,809.3925,441.0403,849.6203,242.7353,ADAMTSL2
259.979,409.6692,510.9034,808.5938,575.5269,335.7682,732.3441,391.0172,847.2446,1333.6278,759.9517,480.4514,1248.5311,1013.7514,859.2621,1293.6738,423.073,396.5087,441.0127,725.3314,ADAMTSL3
44.1176,362.9135,56.554,1100.9115,151.6393,268.7103,67.601,229.8547,165.3239,522.6737,112.011,272.4708,105.4642,136.9637,154.8117,809.054,93.5171,124.6883,94.1772,329.609,ADAMTSL4
20.4832,5.4071,32.5905,17.2526,19.9063,40.2347,12.366,34.7864,14.8244,20.0236,6.5483,12.495,30.5523,20.9021,33.0924,7.545,13.4763,6.4125,5.5696,39.9236,ADAMTSL5
416.2763,227.1788,435.9933,177.1387,443.507,185.6688,820.3188,177.653,440.7058,75.745,554.7131,131.2092,400.6933,201.3201,427.9954,317.4637,482.3563,112.5721,552.5114,462.3756,ADAP1
238.4454,746.8193,236.7601,621.4193,195.5504,824.3324,49.1893,653.4566,174.3474,265.3121,123.7291,532.4466,237.9553,309.1309,200.0761,353.4533,169.8826,369.7898,128.6076,654.4272,ADAP2
324.0546,448.1552,308.1716,658.5286,556.2061,833.4331,282.2204,445.1783,691.5888,639.2815,621.7474,1463.1197,628.9659,959.2959,630.2777,924.5502,445.1251,525.8283,491.1392,540.0861,ADARB1
5348.2143,6172.7099,6184.0403,6356.7708,7074.9415,6395.4017,7963.1767,5653.897,6725.427,6663.722,7214.8889,6147.5212,8284.0776,8166.6667,7294.4085,4615.7864,7601.8377,5275.7392,7217.2152,6638.4913,ADAR
369.2227,449.7455,365.6842,460.2865,415.6909,218.417,476.2297,171.2902,319.3684,183.1567,353.6102,213.2205,375.7344,191.4191,331.6851,125.9431,365.4926,142.5009,371.1392,394.1255,ADAT1
72.479,108.7786,50.3235,88.8672,105.9719,106.8136,85.1882,43.5931,48.018,31.5077,57.2118,67.3116,68.7427,80.8581,55.1541,80.0929,42.879,54.1503,45.5696,63.2389,ADAT2
33.6134,15.5852,44.093,20.8333,35.7143,38.3188,52.2121,51.9595,55.4302,35.6302,21.0236,54.4135,22.0329,22.5523,41.0803,34.2426,41.6539,26.3627,36.962,22.6766,ADAT3
54.6218,236.3232,29.2356,218.099,29.274,1491.5579,57.4334,611.6248,100.5479,213.7809,11.7181,312.7771,41.4219,105.6106,61.24,146.2565,28.9944,146.7759,15.1899,122.3258,ADA
163.3403,105.2799,193.1464,61.5234,195.5504,171.4765,176.1473,153.6768,213.3419,87.1614,181.9748,80.2096,157.4618,75.9076,149.4865,56.8775,198.0602,143.2134,236.4557,143.4055,ADCK1
