Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
FOLR3	1.8922	0	0	1.104	0.6876	0	0	0.8538	0	0.4051	0.9652	2.0032	1.8261	0	1.9244	1.3008	0.5351	1.7824	0.7787	1.6345
DUOXA1	8.1982	5.614	2.6672	3.1774	0.3844	8.4298	1.3821	8.282	2.5989	3.08	5.7519	4.1639	2.408	2.4955	2.8192	2.6706	3.942	3.1254	4.1839	4.3577
RANGRF	8.597	8.3035	7.6177	8.1236	9.1234	8.3112	8.8322	8.6425	6.046	8.1888	9.1367	8.8478	8.7629	8.5663	8.51	8.7788	8.6364	8.9728	8.4419	8.7815
DUOXA2	4.8913	2.7376	2.5705	0	0	4.4198	0	4.6374	0.9204	1.3901	2.1049	1.5264	2.1143	2.4955	2.2412	0	0.9246	1.6009	1.2817	1.6539
SFRS2IP	11.2183	11.7963	11.5609	11.1651	11.5789	10.7552	11.21	11.6279	11.0929	11.7297	11.1252	10.9384	11.6734	11.5709	11.4673	11.6551	11.5114	11.9983	11.63	11.4837
FHIT	7.0649	6.1977	4.8781	6.5622	7.6017	6.8077	4.8833	7.2268	4.7166	6.0265	6.7203	6.482	5.9206	5.1925	6.6408	5.7982	6.2647	5.7836	6.4289	6.5015
KRTAP1-1	0	0	0	0	0	0.8907	0	0	0.3758	0.4051	1.9475	1.8611	0	0	0.5519	0	1.2309	0	0	0
HSPA2	9.5525	11.812	9.4056	11.1634	11.1937	8.8349	7.2967	10.1403	4.7488	8.599	9.3127	10.2189	8.3771	8.5317	9.9846	8.7575	8.7309	7.455	8.5628	9.1614
ZNF70	6.346	7.6679	8.0604	6.6418	7.3361	6.959	6.915	7.2268	8	7.3117	6.8491	6.8869	6.9025	7.0715	7.0284	7.1448	7.7252	7.5737	7.4968	7.2979
PROCA1	4.1385	4.2718	4.7293	3.2947	4.4436	5.3474	4.5038	4.7017	3.1753	4.4641	5.0332	4.3079	4.3468	4.2115	4.0336	3.0563	4.2788	4.1763	3.2063	4.3394
FTMT	0	0	0	0	0	1.1897	0	0	0	0.98	1.3714	1.3245	1.0131	0	0	0.5733	1.6983	0	2.3033	1.7679
TRAM1L1	6.6486	7.7433	5.5953	7.6703	7.4285	8.5009	7.6131	8.1824	5.2212	7.1433	7.1133	6.7823	5.1129	5.7296	6.6542	6.5119	6.3858	6.0459	6.8783	6.6209
LAPTM5	10.9656	11.0455	10.2575	12.881	7.929	10.921	12.0344	10.3499	11.2604	12.855	11.9124	12.4096	11.651	12.8069	11.0219	12.154	11.2224	11.22	11.8628	11.9352
B2M	15.7129	15.0239	13.3901	14.9281	11.8437	14.3399	14.4536	14.2322	13.9628	16.2962	15.2079	15.4354	15.6437	15.6958	15.1655	15.4312	15.0105	15.5946	15.6375	16.2083
HSPA7	3.864	5.2002	5.7903	6.5622	3.69	7.1446	4.6723	6.3667	4.2367	5.4202	6.0181	7.2746	8.1109	8.2654	6.3914	7.6266	6.7532	6.5874	5.3602	6.9679
WHSC1L1	10.3545	10.6147	14.9669	9.9668	11.2321	11.0264	10.7168	11.176	9.2986	10.7103	9.9012	9.8458	10.7144	10.4931	10.7509	10.2656	10.4163	11.112	10.6881	10.3412
FLJ42393	0.7467	2.1664	1.4042	1.3407	1.1513	0	2.7274	1.2298	0	1.1996	4.7395	0.8092	1.6025	0	0.5519	0	3.9835	0.4923	0.7787	1.1393
HSPA6	7.4079	6.8268	6.3666	7.2404	6.6204	9.0373	8.09	8.4388	6.5612	6.8015	6.7333	6.9096	7.5921	8.2678	6.1943	7.1792	6.2647	5.973	5.4337	6.9851
HSFX2	3.8972	5.8934	4.8981	4.8755	7.0507	3.9157	4.8833	5.9497	3.8168	6.5651	4.9319	5.3396	4.3103	4.7702	5.5004	4.9658	5.2411	5.0675	5.4456	5.7202
HSPA5	14.4915	13.6683	13.8298	14.1774	13.8205	13.8272	14.188	14.2364	13.8706	13.5297	14.0982	13.5501	12.9872	13.3144	13.2592	13.3984	13.0832	12.6825	13.3594	13.4814
NR0B2	0	0.5222	2.1022	0	0.9379	0	0	0	0.3758	0.4051	2.2659	0.4606	0	0.5998	0.5519	0	0	0	0	0
NR0B1	3.3439	0	2.4669	0	0	0	0	0	0	1.7089	2.0616	5.1539	4.069	2.8451	0.9501	0	2.5703	0.4923	5.3974	2.0025
HSPA4	11.9374	11.9987	11.7278	12.5028	11.8481	11.1715	11.5322	11.5539	11.468	11.5918	11.3009	11.0687	11.1526	10.9421	11.2189	11.1128	10.6608	10.4728	11.0977	11.0114
PTPLA	6.629	2.4226	4.1266	4.5612	1.1513	7.0594	2.8123	2.5467	5.9402	5.8674	6.9151	5.8434	5.1547	6.4947	5.6947	6.2225	5.2411	6.8489	6.7159	6.3921
NT5DC3	8.9843	8.2234	8.6759	7.6178	8.9287	8.047	8.7069	7.1414	7.2466	8.6193	9.398	8.543	7.8367	8.0717	9.3269	8.2292	8.9732	8.5776	9.6341	9.6828
TBC1D22A	8.0448	8.2751	8.5017	8.1031	8.8612	8.0235	9.098	8.5298	8.6883	8.5977	8.7414	9.0907	8.827	8.8203	8.6979	8.6738	8.6052	8.417	8.4148	8.8317
HRSP12	8.0186	7.9457	7.8003	8.1408	9.4324	8.0609	9.4779	8.2579	7.6719	7.737	7.9034	8.3318	9.232	9.5054	8.8469	8.7428	8.3332	9.9985	8.0067	8.0449
RPSA	12.4912	11.7251	11.6006	13.04	11.4755	12.214	12.4601	11.9077	12.4209	12.6409	12.648	12.4469	11.0771	11.7124	11.6466	11.8298	12.3054	12.2314	13.3232	12.7212
SPTLC2	11.074	11.7688	11.1552	12.1567	10.7625	9.9026	10.9071	11.4799	12.4588	11.9267	10.4607	10.5444	10.8202	11.089	10.9496	11.0653	10.9492	11.2397	11.2702	10.8358
SPTLC3	8.0975	8.3713	4.9757	9.3581	7.5603	7.804	7.4134	8.4071	8.9398	8.0978	8.6268	8.0724	8.3968	8.5576	7.9513	8.3398	8.3571	8.3027	8.7446	8.2583
DRAP1	9.4471	9.9076	9.8829	10.2719	9.4514	9.1048	9.7992	9.4562	10.0575	9.4899	10.2729	10.2544	9.9202	9.8839	9.245	8.9843	9.2482	8.1806	8.238	9.3232
ABCD1	8.9814	7.8724	9.4282	8.1833	8.0132	7.381	8.3938	8.4117	9.0573	7.7823	7.9355	9.3547	9.1464	9.665	8.6849	8.5365	8.6101	9.3353	7.3495	7.7628
ABCD3	11.6187	11.9879	11.6869	11.8441	12.6801	9.8766	12.305	12.6215	10.9892	11.8446	11.554	10.262	10.1651	9.8768	11.3777	10.497	10.1379	10.3899	10.4667	10.4162
ABCD2	2.5226	1.4565	3.4437	4.7373	0.6876	1.6486	2.0748	2.8987	1.4778	6.0689	4.7734	7.8387	10.2982	9.2727	9.9097	10.2759	9.479	11.6926	6.9594	7.5617
RARS2	9.9034	9.4469	9.6958	9.6009	9.7636	9.64	8.3972	9.6171	9.1425	9.2545	9.504	9.5168	9.9134	9.6904	9.5937	9.5665	9.7038	10.1799	9.7834	9.5333
ABCD4	8.4464	8.9012	8.4968	9.0037	9.1046	8.1197	8.0643	8.7728	8.4648	8.9495	9.6278	9.5706	9.3716	9.6614	8.9278	9.4715	9.5653	9.6211	9.1189	9.6753
C2CD3	9.2467	9.9233	9.4981	9.2891	9.8859	8.992	9.6142	9.8707	9.233	9.9561	9.4222	9.0808	8.9554	8.9295	9.2461	9.3624	9.5175	9.0277	9.6231	9.3467
C2CD2	8.9432	9.3984	9.7793	9.8626	8.88	9.2095	7.7858	9.9988	8.982	9.9218	9.6638	11.647	12.9814	12.4088	11.394	11.9549	11.2725	13.0609	10.4237	10.8077
KRTAP1-3	0	0	0	0	0.6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA8	14.6425	14.5189	15.1595	15.0407	13.7016	14.2735	14.4606	14.8714	15.3922	14.787	14.6018	14.2654	14.2861	14.3381	14.0319	14.3849	13.9067	13.5527	14.3505	14.2815
ZNF43	9.6664	10.3474	8.6332	9.9707	9.8386	9.8955	9.4249	10.7178	9.2042	8.8022	8.542	8.2198	8.0895	7.8892	8.966	8.6858	8.3961	8.5212	9.2365	8.7424
SIRPA	10.8491	8.9273	9.8627	10.3276	5.8602	9.5392	9.8256	8.7259	11.2655	10.3671	10.9876	11.4569	11.4527	12.0169	11.1973	11.7405	11.6943	11.6192	11.673	11.7143
LOC100131496	0.7467	1.4565	1.1603	1.104	2.6299	2.276	0.8506	1.0539	1.6243	1.3901	0.7092	2.5581	2.8298	2.7377	2.3768	3.1386	3.9835	3.4276	2.3033	2.2042
TOM1	9.7085	10.0106	9.7199	9.6207	10.3412	10.4155	10.2592	10.535	11.0064	10.0411	10.198	10.7616	10.6968	9.9966	9.8992	10.1239	10.2613	9.7514	9.5214	10.1217
SIGLEC5	4.7239	4.7868	2.3553	5.1952	1.3371	4.7575	4.8833	3.6824	5.1504	5.6975	5.2772	5.9786	4.3825	6.0986	4.7846	5.0101	4.7572	4.0042	4.6423	3.9758
TUBD1	7.4973	7.5687	6.8094	6.7485	7.3169	8.4472	7.6131	7.5105	9.2662	7.3581	7.8783	7.2781	7.4011	6.9444	7.3828	7.3911	7.6658	7.2773	7.8875	7.4545
TMEM19	9.8062	9.8488	9.4631	9.3351	9.103	9.1347	9.8585	9.2555	9.7661	9.7954	9.3448	9.8423	9.6897	9.7145	9.5549	9.8258	9.5473	9.2376	9.9036	9.8163
RRBP1	13.509	11.6568	12.4092	13.1274	11.8804	13.3801	11.5359	12.4942	12.3799	11.6283	13.0876	12.5961	12.2978	12.4179	12.0384	11.5858	11.7794	10.4343	11.157	11.8884
TRAPPC9	10.0458	9.6501	11.6932	9.4336	10.8845	10.0194	10.4914	9.6776	10.1244	9.8891	9.0963	9.6279	9.5448	9.2113	9.7696	9.2889	9.3005	9.3967	9.2653	9.5339
PI3	11.7168	0.9048	5.0493	3.7292	1.3371	8.5609	0.8506	0.6211	0.3758	2.0847	7.255	6.4698	4.4845	5.8761	5.149	6.8718	6.2306	0.8586	9.1537	7.7447
LIN52	6.8401	7.0942	7.5665	7.9728	7.7746	6.4259	6.6234	7.4385	7.4145	7.7015	6.7333	6.7575	8.1268	7.8086	7.4988	7.5978	7.3772	8.648	7.1127	7.5912
SPANXC	0.7467	0	0	0	0	0	1.1406	0	0.3758	0	0	0	0	0	0	0	0	0	0	0
TRAPPC1	10.8317	10.3348	9.5079	10.6521	10.0486	10.3859	10.2008	10.1672	10.1739	9.9314	10.472	10.5043	9.8551	10.0147	9.7834	10.2443	10.1522	9.726	10.17	10.2243
TRAPPC3	10.3668	10.2214	10.2624	10.2163	10.2323	10.04	10.3066	10.0579	9.8165	10.0644	10.3809	10.4397	10.3958	10.019	10.0944	10.0455	10.1339	9.9672	10.1264	10.1868
TRAPPC2	7.5399	8.4968	8.6212	8.052	8.7032	7.2696	8.0729	8.1486	8.5554	8.3204	8.7499	8.375	7.6627	7.7648	7.9835	7.9955	8.313	7.6834	8.7566	8.5358
TRAPPC5	8.9352	8.0703	8.7146	9.2258	9.3772	8.1825	9.4705	8.4687	8.5055	8.316	8.9521	9.1795	8.206	8.1679	8.0099	8.5665	8.2334	7.7366	7.4796	8.3152
TRAPPC4	8.6341	9.647	9.4907	10.0374	9.6126	8.6074	9.6164	9.8329	9.6281	9.2313	9.894	9.6211	9.0063	9.4961	9.5387	9.3878	9.2912	9.2826	9.3253	9.3413
PRPH	5.505	0.9048	1.1603	2.3827	4.2488	3.6473	0	1.6565	1.1311	2.773	5.1667	3.7044	2.1904	2.7377	2.0915	3.4913	3.3826	2.6523	4.4899	4.4821
BAK1	9.1294	7.9173	9.81	8.5133	8.6548	8.8931	9.0681	7.9048	8.4427	8.5196	8.6406	8.1277	7.4896	8.0067	7.6234	8.0496	8.1606	7.1133	7.3901	8.1092
PPAN-P2RY11	3.2738	0	0	7.8962	6.808	7.7186	8.0068	7.1567	6.7368	7.5084	7.1396	5.9365	4.8478	5.9696	6.4982	6.1988	6.8539	5.1877	6.3497	6.5632
SIM2	7.7544	4.8317	8.8365	6.5206	4.936	9.1402	4.5291	4.9604	4.8565	4.7857	5.7035	4.9928	4.5169	4.5656	5.1679	5.3749	4.3756	4.82	5.9832	5.6869
TMEM129	9.4066	9.5386	10.2619	9.6973	10.1828	9.7144	9.5836	9.8686	8.7434	9.2953	10.2784	10.2926	10.0753	9.5596	9.6969	9.7196	9.6748	9.1577	8.7142	9.6372
SBSN	4.5469	2.019	5.5579	2.5805	0	12.1748	1.7696	0.3438	1.4778	0	3.7075	4.648	4.4513	3.6253	3.4921	0	0.9246	0	0	0.3793
CSN2	0	0	0	0	0	0	0	0	0	0	0.9652	0	0	0	0	0	0	0	13.297	0
CSN3	2.4349	0	0	0	0	0	0	0	0	1.1996	4.4563	0	0	0	2.9981	0	0	0	8.5641	0
RHBG	1.6013	1.4565	6.5426	1.104	3.7889	1.1897	6.4083	2.5467	5.2553	0.4051	1.8236	1.8611	0.5938	0	2.3768	1.3008	1.4834	0	1.2817	1.1393
PPP1R14A	4.193	3.1457	4.3469	5.4054	5.7334	7.1359	2.6371	3.3431	3.0253	4.132	7.8705	8.5646	7.4814	7.5072	7.3988	7.7029	7.5003	6.5314	6.2973	7.5339
UTS2D	0.4212	0	1.9567	1.104	0.9379	0.513	0.4871	0	0.3758	3.08	0.9652	3.1535	3.5475	4.6271	3.8122	3.8251	3.3826	6.433	3.365	3.0385
KRTAP1-5	0	0	0.4974	0	0	0	0	0	0.3758	0	0	1.0897	0	0	0	0	0	1.6009	0	0.3793
ZNF232	8.5686	7.5654	6.484	7.5662	8.0815	8.9264	7.0303	7.5932	6.4329	6.4628	8.4612	8.1297	6.9389	7.0266	7.1375	6.8838	7.511	6.6704	7.1925	7.422
KIAA1274	7.4864	7.5419	6.8408	7.6539	6.0383	8.2868	8.027	8.5076	7.2381	9.0287	8.9549	8.5254	7.0484	7.9295	8.7519	8.4221	8.7248	8.1144	8.4697	9.0198
PRRT1	5.5157	4.7868	5.8533	4.3333	6.4444	6.5494	5.3058	4.6867	3.6895	5.3184	6.485	5.9526	4.6545	5.3282	5.4724	5.8784	6.3545	5.2011	6.3297	5.8761
ST6GALNAC3	3.7229	3.9844	5.3406	5.1952	3.8512	2.8886	5.1994	5.222	4.3463	7.3147	5.9605	6.845	7.881	8.0827	6.8534	8.4283	7.4751	9.0401	6.6761	7.344
ZC4H2	8.5865	6.7761	4.8162	7.1184	4.7357	7.0501	7.4404	6.7122	5.0109	6.8057	7.7244	7.285	7.4397	7.2531	7.3666	7.7527	7.8899	7.3689	8.2999	7.9197
KIAA1279	9.6018	10.0106	10.3487	9.8602	10.3794	10.2719	9.7279	10.177	9.5722	9.6145	9.822	9.6791	10.0976	9.5821	9.9645	9.8917	9.6859	9.6716	9.6125	9.5588
TSNAXIP1	3.7952	4.6681	3.9838	4.4643	5.5945	3.6956	3.9123	6.2492	2.7972	3.8694	5.8297	4.4635	2.6068	3.741	3.9491	3.1386	4.0239	2.9843	4.2932	4.5014
PDCD10	10.1943	9.7016	9.6551	9.9663	9.1961	9.5359	9.4632	9.8024	9.5728	9.2282	9.1926	8.9006	9.2859	9.0096	8.9265	9.1471	9.0571	9.2522	9.305	9.1323
PRRT3	8.2386	8.655	7.9301	9.3197	9.8672	6.3449	8.9	7.5566	7.4688	9.4517	7.8468	7.3363	5.6106	5.4859	7.4611	6.4408	6.0759	5.1191	5.6237	6.4822
PFN1	13.7398	12.8834	12.4211	13.5311	13.072	13.5304	13.4399	12.6773	13.425	13.0831	13.2201	13.2861	12.6168	13.0579	12.5784	12.7087	12.4926	12.021	12.5247	12.8504
CYP2U1	8.3686	6.7818	8.1172	8.6351	6.0248	6.259	8.3196	6.5394	7.3449	8.0841	8.7079	8.7934	9.6555	9.5196	8.8278	9.5039	9.2439	9.7412	10.1185	9.3919
LILRB5	5.7151	3.2813	4.6838	6.1677	1.1513	5.4212	3.8332	2.0802	4.8416	3.804	8.7836	9.338	9.6027	11.3357	8.5973	10.0862	9.1705	9.6256	7.7238	8.8941
ATPIF1	10.25	10.3556	10.238	10.5378	10.7382	10.301	10.1466	10.6681	10.2099	10.324	10.6818	10.0949	9.2788	9.225	9.4607	9.117	9.1727	8.5276	9.467	9.711
