Gene_name	S02_Normal	S03_Normal	S05_Normal	S06_Normal	S10_Normal	S02_Tumour	S03_Tumour	S05_Tumour	S06_Tumour	S10_Tumour
NR1H2	259	131	173	276	359	263	83	236	45	127
OPHN1	15	2	0	8	2	0	0	6	0	5
PAK6	138	18	22	47	76	17	1	11	0	23
PIGC	85	61	0	56	78	87	20	52	0	18
NOLC1	154	28	183	101	248	142	39	40	0	181
NUCB2	19	31	5	58	59	17	10	18	21	19
OXSR1	24	10	30	36	18	16	26	119	75	55
PDIA5	110	48	222	238	143	237	127	179	55	108
PLA2G15	15	10	29	7	4	36	2	24	0	21
NFKBIE	5	26	91	36	82	55	6	43	0	13
NPRL2	262	140	185	197	359	257	116	233	0	196
OAT	293	108	210	328	482	216	97	96	57	262
PAIP1	16	6	20	30	3	21	4	0	0	21
PHOSPHO1	29	0	0	5	6	15	0	12	0	0
POLDIP2	41	7	0	27	27	30	10	28	0	12
PRPF39	32	16	17	16	12	55	18	36	0	31
HACD3	72	29	0	43	77	16	5	0	0	48
RASSF7	12	10	28	5	7	8	0	30	0	30
RPF2	18	18	17	45	51	54	61	15	33	87
PLCG1	37	38	119	47	43	48	40	42	39	24
PPIE	273	89	209	118	151	261	146	270	92	208
PSMB3	153	129	288	221	271	357	360	293	141	363
PYCR1	2	0	18	12	7	27	2	20	0	6
RFC2	112	20	63	112	48	77	42	105	0	63
PNPLA8	65	3	0	17	25	18	0	11	0	5
PRKCH	51	14	83	49	67	184	67	81	49	60
PTK2	63	15	138	72	48	128	80	60	25	19
RALY	153	32	284	114	116	160	152	434	113	137
RNMT	104	36	139	93	147	77	45	93	0	107
PLAU	186	29	317	191	78	1266	398	1098	261	82
POU5F1	0	1	0	0	0	0	44	18	0	6
PSMA7	318	381	296	286	863	646	1092	1073	323	644
PXMP2	0	18	0	9	21	11	13	1	0	0
REG1A	0	0	0	0	0	0	0	0	0	0
PMM2	54	24	104	37	110	146	92	158	141	219
PRKACA	403	196	450	416	508	406	357	538	519	437
PSMG2	0	4	0	0	2	14	5	0	0	0
RAI14	84	20	30	41	54	63	73	83	76	11
RNF181	47	34	54	60	64	14	2	0	12	23
POMZP3	0	0	0	0	0	18	0	0	0	5
PSAP	936	386	763	1015	814	988	144	186	65	305
PTTG1	4	13	0	0	41	33	41	42	90	12
RBM6	670	78	350	266	598	277	178	305	98	316
RPL13A	143	133	252	179	196	114	81	135	53	69
PLP2	1779	618	1539	1851	2058	2637	1834	2663	1370	825
PTPA	0	27	0	35	20	0	63	0	51	13
PSME1	97	41	82	85	84	76	32	13	0	53
RAD51C	7	3	0	18	21	27	10	51	0	21
RNASEH2A	140	80	198	120	131	227	271	282	272	243
POLR1C	114	27	36	86	96	59	8	79	0	118
PRR15L	17	3	0	19	38	13	14	0	0	3
PTPN1	216	117	200	293	316	530	433	835	345	438
RBM12	11	3	0	0	0	0	10	23	0	3
RPIA	0	8	0	35	28	44	23	0	86	23
PLEKHJ1	131	49	54	73	74	41	56	36	0	21
PPIF	67	33	130	17	122	107	66	214	113	50
PSMC6	199	49	81	76	150	167	95	87	30	131
RABAC1	15	4	0	10	7	0	9	1	0	4
RFNG	188	28	60	115	68	107	22	39	1	46
POLB	72	33	78	68	220	140	78	101	50	275
PRKCQ	9	3	0	0	5	13	0	0	0	0
PTK2B	102	33	31	67	146	90	15	51	0	168
PLAAT4	224	93	100	133	199	304	81	200	43	253
RPA3	39	8	0	22	15	0	0	10	0	12
PLCB2	105	20	104	21	42	94	28	56	0	7
PPAN	44	18	34	45	39	27	23	8	0	14
PSMB10	0	0	0	0	0	11	0	40	0	1
PXN	24	18	37	41	47	152	22	57	58	16
RETSAT	430	123	517	254	754	209	38	126	0	167
PNKP	713	205	697	482	550	933	824	708	337	634
PRKACG	0	0	0	0	0	0	0	0	0	1
PTEN	13	8	0	8	25	73	29	60	35	20
RALGDS	57	38	148	116	76	21	32	66	0	20
RNH1	448	84	106	277	166	193	47	71	0	85
PLA2G4A	0	1	0	0	0	23	0	0	0	6
POP5	32	11	56	28	34	22	0	22	0	11
PSENEN	48	16	0	69	47	23	15	9	0	19
PUF60	34	17	33	55	27	64	0	4	0	36
RBX1	29	10	39	15	18	61	3	18	0	29
PLSCR3	81	11	44	79	114	128	10	96	0	91
PPP2R5E	34	8	16	15	50	25	23	15	0	75
PSME2	249	67	60	222	281	242	36	287	117	457
RAD9A	0	3	24	0	8	0	0	0	0	7
RNF167	474	266	371	281	580	365	63	292	28	211
POLR2I	297	78	167	173	180	141	34	0	23	23
PRR7	11	2	25	40	38	22	20	14	0	34
PTPN6	83	53	108	129	149	75	30	104	34	84
RBM34	0	2	25	14	23	7	41	38	0	48
RPL12	1278	1043	3481	1164	1547	2086	1907	2036	2047	342
PLOD3	29	15	47	48	61	128	32	12	99	31
PPP1R14B	485	75	357	119	657	697	972	1369	1330	338
PSMD2	42	38	53	77	60	141	51	65	30	19
RAC2	67	74	255	124	175	144	85	88	136	37
RHOT2	102	36	138	75	149	112	55	60	0	51
RPS15A	23	19	8	32	35	2	0	8	0	11
SACM1L	285	90	243	151	337	246	67	136	53	101
SLC22A12	0	0	0	6	0	0	0	0	0	2
SNX7	62	70	83	97	115	166	88	50	124	116
SPDEF	37	0	0	31	21	26	0	0	32	1
RPL36	538	251	536	345	678	499	251	394	125	254
RPSA	1001	430	1324	693	783	1121	862	1800	451	1254
SELENOF	178	50	38	103	156	160	22	61	0	166
SLC38A2	17	11	52	21	37	105	33	82	41	66
SRPRA	178	86	219	166	455	36	20	69	41	127
RPL9	2417	915	2639	1263	1676	1524	401	860	252	570
S1PR4	36	12	72	12	37	36	53	130	0	58
SLC11A2	284	87	114	141	367	133	61	141	26	127
SNF8	162	52	46	141	222	169	87	94	1	90
SPC25	32	21	86	11	26	34	41	49	37	65
RPS6KA1	18	0	1	15	56	49	16	9	0	13
SEC61G	1031	197	934	480	767	1257	322	413	223	653
SLC35B1	100	34	24	46	88	29	21	97	0	31
SPTBN5	117	60	186	5	119	195	153	82	58	61
RPL23	1307	594	1392	762	2125	1077	659	870	434	892
RPL6	753	406	1678	549	792	1540	1343	1557	939	504
RUVBL1	245	52	102	144	293	199	297	200	180	243
SIRT3	0	14	48	15	12	54	0	0	0	8
SMC1A	69	9	45	77	72	16	11	20	1	27
SPAG4	13	2	0	9	70	0	22	13	0	52
ST3GAL3	0	8	20	9	19	10	0	18	0	3
RPS28	1451	654	1970	920	1179	1188	282	783	393	388
SCYL2	376	99	307	168	411	473	426	737	744	364
SLC30A9	512	190	472	176	700	491	527	670	216	420
SPR	14	8	35	2	21	0	0	10	0	18
RPL39	0	0	0	7	17	19	0	0	1	3
RRP12	72	21	48	80	93	119	31	2	83	80
SH3BP5	19	11	19	20	14	56	10	44	0	1
SMARCC1	211	92	173	130	190	230	57	310	67	167
SSR1	62	46	72	30	131	64	12	10	0	20
RPS2	5127	3172	6040	4013	4976	6048	4416	4843	2012	3607
SCAND1	61	13	0	31	18	19	70	29	39	6
SLC27A3	82	11	45	50	34	75	108	83	44	8
SOX2	0	2	0	0	0	0	22	0	0	1
SPEN	323	116	208	190	478	203	101	238	76	198
RPL36A	0	3	0	0	6	0	0	0	0	3
RPUSD1	153	25	214	64	138	283	121	223	73	55
SEPTIN5	25	3	29	0	1	10	0	0	0	1
SLC52A2	123	95	247	143	240	151	89	280	79	164
SRRM2	527	158	409	374	966	621	472	697	289	311
RPS15	2080	1026	2024	1542	2190	1911	1021	1658	504	1753
SAAL1	60	9	62	17	32	31	12	39	0	45
SLC16A7	25	40	92	27	59	24	21	28	0	2
SNRPG	436	144	391	208	352	335	223	435	138	344
SPCS1	206	176	169	400	601	257	184	263	142	222
RPL31	87	58	240	33	83	103	109	86	211	17
RPS6KB2	673	147	437	276	394	672	505	685	608	209
SEH1L	7	17	34	2	38	14	23	21	0	2
SLC37A4	0	2	3	15	13	0	0	14	0	3
SQOR	91	33	73	63	124	82	46	11	49	31
RPL7A	1672	1026	3132	1420	1098	2276	1118	1843	798	862
RYK	129	52	125	91	141	124	68	127	0	52
SKIV2L	34	7	3	31	18	39	35	0	0	16
SNAPIN	150	86	85	199	196	93	53	64	35	149
SPAG7	42	21	37	72	101	70	10	16	1	23
STAP2	733	339	706	421	915	455	245	569	238	330
RPS4Y1	0	65	22	0	264	0	53	143	0	51
SCYL3	65	38	111	41	84	85	95	70	116	93
SLC35A4	239	90	239	150	237	196	113	189	39	102
SPTAN1	912	340	897	1595	1106	1082	873	923	670	230
RPL18	2610	1999	5449	2842	5383	4072	4823	6213	3902	3389
RPL39L	0	9	0	24	25	39	0	15	0	12
RRP8	25	18	25	25	46	59	15	10	0	10
SIL1	37	42	43	114	101	32	41	35	0	29
SMARCD2	0	0	23	6	9	20	13	24	0	5
SSR4	1498	727	1419	1553	3800	1156	1112	877	386	3125
RPS21	819	382	918	367	596	708	408	605	458	313
SCARB1	33	23	18	8	58	10	0	28	0	4
SLC27A5	19	25	0	17	28	30	14	0	0	13
SPHK2	53	7	30	27	78	92	95	47	203	26
RRAGA	444	232	507	638	590	603	295	307	149	148
SFN	243	32	103	105	176	475	706	1276	1541	98
SMAD4	57	6	23	54	28	17	15	11	0	28
SSNA1	0	9	0	10	16	8	17	19	0	6
STX18	19	9	0	21	26	20	10	13	0	14
TBCA	457	186	427	340	464	463	163	450	20	585
TM2D2	0	2	0	23	11	5	34	14	0	13
TRAP1	37	14	28	41	62	27	32	14	0	16
UBE2L6	547	380	594	1098	1185	1045	1028	2169	653	1725
UQCRFS1	648	282	503	239	989	532	338	811	286	780
SUPV3L1	152	54	131	85	127	75	78	43	0	50
TESK1	46	13	17	30	23	47	0	0	0	2
TNIP1	244	93	213	206	598	174	134	287	96	225
TUBA1B	170	102	111	192	213	254	121	206	99	52
STK11	510	103	252	223	256	396	149	439	352	238
TARS	18	4	29	9	14	47	32	36	35	12
TLR3	38	6	46	14	21	37	0	16	0	8
TRAK2	99	24	56	62	16	78	51	35	0	15
UBA1	155	35	155	174	74	154	23	141	130	25
SULT1A1	0	0	0	0	0	0	0	0	17	0
TCTA	98	16	61	79	64	79	41	15	0	28
RXYLT1	122	45	144	68	171	94	63	97	1	168
TSPAN3	0	0	0	2	4	10	0	15	0	2
UPP1	57	31	70	101	95	852	378	1200	236	147
VPS28	212	118	177	233	208	181	155	267	118	60
TALDO1	558	353	514	447	354	408	370	280	199	229
TK1	19	15	43	13	17	29	41	23	58	36
TPM1	36	15	26	42	3	40	11	0	0	1
TYK2	310	98	188	152	192	339	205	268	129	155
ELOB	660	362	691	713	810	1240	604	1000	89	756
TMEM176A	85	18	99	24	172	70	51	57	0	52
TSEN2	54	19	36	40	90	58	34	29	0	97
UGGT1	99	34	122	87	89	177	98	116	106	40
VAV3	1005	277	360	260	450	308	247	182	37	172
SYNGR3	0	0	14	0	1	0	0	0	0	5
TIMM22	50	31	67	36	59	80	28	28	29	25
TP53BP1	77	9	0	39	50	66	0	35	0	16
TUBB6	364	89	514	541	385	339	176	331	189	77
STX1A	0	3	27	0	10	41	23	41	38	4
TBCB	28	16	21	96	61	163	25	52	0	71
TM9SF3	0	6	15	0	11	0	14	13	0	9
TRIB3	154	35	52	110	174	75	14	28	46	79
UBE2T	0	0	0	0	9	0	0	32	0	19
UTP14A	102	48	66	130	125	126	121	139	113	175
SURF4	537	221	545	571	643	918	525	589	115	375
THAP11	13	14	0	26	15	60	11	27	51	22
TOMM34	63	29	30	26	70	47	47	104	41	104
TUBA1C	87	10	60	67	128	91	179	256	69	78
STUB1	162	49	111	160	104	270	159	298	290	149
TBC1D10C	122	51	128	103	138	144	105	182	3	85
TLR4	10	1	27	0	8	13	0	12	0	5
TRAM1	223	40	401	37	227	250	143	312	0	135
UBC	782	292	358	743	896	860	746	876	32	271
UQCRB	0	0	0	0	0	0	7	0	0	3
SULT1A2	7	8	0	0	0	0	0	0	0	0
TERT	27	0	0	0	0	0	0	0	0	3
TMSB10	2124	515	3044	2071	1231	3437	1267	2434	936	637
TSTA3	78	34	80	58	69	99	150	109	0	72
VWF	1087	893	1728	2340	2201	1792	1575	1209	980	798
TARBP1	411	130	512	240	262	416	830	716	329	193
TLE1	20	17	31	20	27	22	0	0	0	9
TRAF6	4	3	1	17	7	4	0	8	0	2
TYROBP	448	184	723	339	551	358	74	111	37	77
TCERG1	97	13	29	23	58	49	15	12	0	55
TMEM203	32	4	39	16	19	27	33	54	101	67
TSKU	491	780	905	929	1759	1022	1398	1100	1349	709
UGT1A4	13	0	14	0	2	0	0	0	0	0
VEZF1	124	19	119	135	112	150	151	252	172	160
TAF12	185	47	123	141	98	164	86	87	86	49
TIMP2	794	238	614	1306	274	1006	146	127	75	31
TPD52L2	117	55	195	65	135	276	180	455	220	143
TWF2	477	259	280	1076	1115	455	186	314	45	610
STXBP2	64	23	83	34	37	35	2	20	0	41
TCEA2	21	25	0	39	33	34	20	8	0	4
TMED9	57	18	108	60	90	99	111	129	209	111
TRMT11	92	42	112	56	74	101	98	137	125	81
UBL5	1365	533	838	914	1345	1712	810	1078	526	1456
VAPB	80	15	47	39	111	24	26	29	0	78
SYK	51	13	0	11	13	22	0	32	0	14
TIAM1	204	50	151	76	176	93	50	119	29	41
TOMM40	25	13	1	36	81	68	17	36	0	27
TUBB3	54	0	0	54	18	215	109	129	247	37
WFS1	98	44	241	110	74	80	59	16	41	27
AGTRAP	24	29	57	50	55	26	44	13	0	8
ATP5MC2	904	326	1054	506	497	715	917	737	347	212
CA12	22	1	30	18	16	12	0	15	0	1
CLU	0	3	0	17	0	0	0	0	0	0
YY1	389	95	367	91	427	241	173	426	153	300
ANXA5	202	62	102	258	247	251	46	14	0	18
BTBD3	234	55	173	85	62	174	73	94	0	238
CCDC63	0	0	0	0	9	0	0	0	0	0
CTPS1	0	0	0	5	9	12	5	16	58	21
WASF3	11	6	39	3	2	13	36	31	0	19
ADAMTS2	0	0	79	76	14	254	69	0	0	8
ASB9	0	1	0	0	0	0	0	0	0	0
C2orf27B	0	0	0	0	0	0	0	0	0	0
CLEC18A	0	0	0	2	0	0	0	0	0	1
YIF1A	290	120	129	348	429	430	120	118	84	434
ALPL	0	6	0	15	26	13	16	0	0	10
BLNK	207	81	252	112	281	245	64	113	121	70
CCDC113	0	0	0	10	1	0	0	0	0	0
CT55	0	0	0	0	0	0	0	0	0	0
ZNF131	190	40	217	114	208	348	71	155	27	191
ARFGAP1	257	70	174	191	90	178	186	235	117	51
ZNF593	24	25	40	23	62	71	12	16	43	34
CDC42SE2	0	0	0	0	1	19	0	17	0	5
CXCL12	58	23	0	102	159	0	12	1	0	4
XPO7	178	46	283	62	311	310	164	352	202	132
ALDH4A1	204	89	129	128	228	292	150	125	0	264
BACE1	0	0	0	5	6	0	0	0	0	1
CACYBP	1	0	0	0	12	0	0	0	0	0
CRYAB	0	6	0	4	10	0	0	0	0	3
ZHX1	32	3	45	3	30	57	44	53	28	10
APOA4	0	0	0	0	0	0	0	0	0	0
RTRAF	650	320	846	521	1203	1004	796	898	435	1003
CCRL2	0	3	0	2	20	5	5	2	0	1
WIPF2	102	41	122	100	86	104	83	98	138	16
AIM2	0	0	22	0	3	11	6	76	46	26
ATP5PD	366	289	346	534	628	653	627	581	303	452
CACNA1H	0	0	0	4	0	0	9	0	0	0
CR1	35	3	82	22	15	68	8	6	0	0
ZC3HC1	26	23	1	18	58	74	21	30	0	39
AP1G1	15	0	0	0	6	0	0	0	0	1
BYSL	5	3	16	7	11	0	7	41	0	9
CCNB3	0	4	0	0	3	0	0	0	0	0
CTSH	401	222	403	308	281	247	191	178	69	73
WDR82	676	127	250	257	485	289	221	402	148	236
ADCY9	0	0	0	0	8	0	18	0	0	0
ATP5F1C	507	255	419	329	1159	794	498	702	240	616
C7orf61	0	0	0	0	0	0	0	0	0	0
CLSTN3	53	28	74	52	53	31	24	13	36	5
YKT6	345	47	377	162	545	904	797	1537	684	263
ANAPC5	176	61	232	144	194	208	61	163	0	180
BOP1	15	4	31	23	29	26	6	21	0	22
CCDC186	0	0	0	0	0	0	0	0	0	0
CTBP1	239	132	189	354	234	499	191	383	235	122
ZNF274	38	20	25	79	39	36	50	0	0	28
ARHGAP36	0	0	0	0	0	0	0	0	0	0
C19orf73	0	0	0	4	14	0	0	16	0	7
CENPB	46	5	0	19	42	16	0	16	0	11
XRN2	408	133	568	224	290	456	256	240	16	137
ALG11	61	10	0	55	71	54	31	36	0	47
BAK1	38	8	0	0	2	0	0	22	0	1
CFAP65	0	0	0	0	0	0	0	0	0	0
CSNK2B	123	28	68	27	83	13	30	77	0	56
ZMYM2	15	2	0	7	4	8	0	0	0	2
AREG	32	3	24	0	56	83	9	105	52	15
ZNF394	0	4	33	5	8	0	7	24	48	4
CD74	330	219	639	791	543	501	331	248	363	125
XPNPEP1	203	68	240	183	129	62	13	109	55	108
AKAP17A	166	87	168	86	147	150	130	72	168	165
B3GALT5	3	1	0	12	6	0	6	0	0	0
CACNA2D2	0	0	0	16	0	0	0	0	0	0
CRADD	46	51	166	78	120	93	20	60	0	32
ZDHHC6	41	15	53	39	69	54	55	78	0	48
APBA3	37	6	0	20	13	3	0	9	0	3
RPP38-DT	0	0	0	0	0	0	0	0	0	0
CCND2	33	6	112	45	109	37	76	39	77	312
CUTA	45	23	129	63	75	44	75	92	29	32
DAZ4	0	0	0	0	0	0	0	0	0	0
ERCC2	7	16	82	35	12	42	1	46	0	1
FOLH1	38	4	0	5	16	1	31	0	0	14
GREB1	0	1	0	0	7	9	0	0	28	0
HSPA9	0	0	0	0	1	0	0	0	0	5
DNAJA2	62	38	88	75	87	79	102	249	194	69
FAM222B	53	7	109	59	25	60	41	55	62	13
GDPD1	19	14	1	6	33	0	7	0	0	4
HES6	0	0	0	0	0	0	0	0	0	2
INPP5J	12	0	0	5	7	0	4	0	0	1
CYP11A1	13	1	69	7	0	41	0	0	0	1
EML2	127	106	181	166	255	289	337	155	76	221
FKBP8	109	16	80	104	51	151	68	45	0	16
GNE	34	4	0	19	33	42	5	0	0	10
HSF2BP	0	0	46	9	1	29	0	13	0	6
DKC1	127	34	41	76	242	139	40	74	0	151
FAM168B	690	247	566	635	779	730	460	468	80	379
GBX2	0	1	0	0	0	0	0	0	0	0
GSPT1	117	51	47	118	167	44	43	0	0	27
INAFM1	13	13	54	57	34	97	85	134	0	19
EIF3D	221	73	242	193	217	186	83	82	28	121
FDXR	0	3	0	3	1	0	7	0	0	4
GLRB	0	0	0	0	0	0	0	0	0	0
HSD11B1L	0	1	0	10	0	30	20	16	0	1
ITM2C	0	5	27	61	79	19	33	29	0	15
DGCR6	60	26	42	62	59	77	54	29	0	45
FAM122C	0	5	0	9	7	0	14	0	0	2
FXYD4	0	0	0	0	0	0	0	0	0	2
GRM8	0	0	0	0	0	0	0	0	0	0
IFI30	1032	555	819	1294	2003	2284	1124	1265	612	1363
EFNA1	60	45	59	61	46	74	59	46	0	66
FBXO24	0	0	0	11	0	0	0	0	0	4
GKAP1	0	3	0	0	5	0	0	0	0	1
HNRNPF	137	30	121	30	59	40	15	56	0	28
IRF6	223	118	220	208	173	518	280	302	316	151
DCTN1	20	0	0	6	4	13	0	0	0	7
EXD1	0	0	0	0	0	0	0	0	0	0
FUT2	22	0	26	30	77	0	37	26	35	27
HTR1A	0	0	0	0	0	0	0	0	0	0
DOLPP1	0	14	0	15	31	0	0	2	46	30
FAM71F1	8	0	0	0	0	1	0	1	0	0
GFOD2	28	3	20	5	16	19	18	11	0	1
HGC6.3	0	0	0	0	0	0	0	0	0	0
INTS9	24	11	0	30	17	20	18	12	0	9
CYP1A1	0	0	0	0	0	0	0	0	0	0
EPOR	0	0	0	0	0	0	16	0	0	0
FMO5	0	4	0	0	1	0	0	0	0	1
GPR157	0	1	0	0	0	14	14	24	0	1
HSPA6	101	24	29	76	53	59	27	47	103	39
DMXL2	49	8	23	19	8	31	35	23	0	7
INKA2	0	15	0	4	9	0	7	4	1	3
GDF15	31	4	0	3	33	10	0	20	0	3
HBEGF	10	66	26	28	104	55	162	186	68	43
INHBB	1	27	84	51	53	30	1	16	0	2
ELMO3	45	7	60	36	20	35	37	0	40	33
FETUB	39	18	0	5	20	0	10	12	56	6
GLUL	0	0	0	0	2	0	0	0	0	0
HSD17B3	26	0	0	0	0	0	0	0	0	0
JTB	773	348	519	649	867	778	326	385	113	495
DHRS2	0	40	53	0	36	14	85	7	0	1
FAM13A	18	0	0	0	0	0	0	0	0	1
GAS7	1020	388	1621	1022	1157	1114	605	975	901	145
GRSF1	13	1	17	0	9	13	0	0	0	1
IL1R1	155	23	79	40	85	88	10	62	0	34
EFS	107	22	37	10	34	15	36	42	0	20
FCGR3B	0	2	0	0	0	0	0	0	0	0
GLA	99	16	60	31	106	78	28	11	0	49
HS6ST1	6	18	59	43	60	39	18	23	37	15
ISG20L2	52	17	53	38	25	42	15	6	0	20
DDIT3	242	72	162	288	277	244	192	135	84	254
EXTL1	0	0	0	3	2	13	0	0	0	0
FUT3	7	0	0	0	6	0	8	0	0	2
HTR6	0	2	0	0	0	0	0	0	0	0
DUSP1	697	158	240	123	80	305	244	262	10	18
FAM92B	0	0	0	0	0	0	0	0	3	2
GIT1	0	5	46	38	26	39	11	9	49	9
HGF	15	1	0	22	2	5	0	0	0	4
IRAK4	40	14	27	8	41	18	18	31	0	46
METTL2B	71	39	226	60	135	58	65	154	107	89
ODC1	95	23	159	62	363	2788	2954	565	870	226
PLAC1	0	1	0	0	0	0	0	18	1	0
PTHLH	0	6	0	15	8	575	344	94	137	199
KLK13	727	82	1092	144	379	103	497	810	988	313
NCR1	0	3	0	6	0	0	7	0	0	2
PCDHGA1	0	5	0	0	5	0	9	0	0	5
PRDM8	24	10	65	43	26	28	0	21	0	7
RAB34	0	0	0	0	1	12	0	0	0	3
MAGEA11	0	0	0	0	0	0	0	0	0	5
MAZ	285	100	208	320	401	358	227	241	43	476
NSMF	322	81	147	254	377	183	319	383	167	129
PITPNA	212	26	110	175	122	72	49	24	0	76
PTGDS	140	164	73	656	499	38	17	18	35	13
KCNMB3	22	1	0	2	5	41	15	24	10	13
MYL3	17	2	0	19	0	0	9	0	0	3
PAX5	0	0	0	0	0	0	0	0	0	0
PPP1R3C	0	1	0	17	1	35	7	0	0	1
PYROXD1	68	15	11	6	34	61	36	48	0	6
LURAP1L	22	3	0	26	16	9	7	7	75	30
Mar-10	12	3	0	0	5	0	0	0	0	1
NHP2	172	75	126	119	209	182	32	114	0	123
PDE6H	0	0	0	0	0	0	0	0	0	1
PSMA1	59	9	29	0	76	33	14	122	53	55
RBM19	72	47	54	69	129	100	78	145	1	60
MPHOSPH9	0	2	0	0	2	12	0	0	6	4
OSBPL10	26	7	0	11	12	24	0	67	52	1
PNN	525	150	402	197	507	457	123	364	192	463
NECTIN2	164	66	148	145	133	204	56	96	0	40
LRIT3	0	0	0	0	0	0	0	0	0	0
MAPRE2	0	0	0	0	0	0	0	0	0	0
NEU1	81	40	37	66	161	73	43	22	38	70
PCDHGC4	515	151	362	808	566	422	118	146	41	116
PRPF31	12	15	49	31	11	37	32	40	0	18
RASL10B	0	5	25	0	7	43	0	0	0	4
MFSD11	227	90	170	169	179	113	43	90	0	77
OGG1	65	30	96	60	80	119	56	96	0	61
PLAUR	85	27	99	230	176	513	147	411	136	62
PUM2	0	0	0	0	1	0	0	0	0	0
LAMB2	336	141	582	905	442	445	441	391	92	185
MAN2A2	54	11	53	29	42	25	6	11	0	18
NDRG1	404	153	399	507	739	1564	1565	3622	1414	1032
PCDHGC3	0	3	0	13	0	10	0	0	0	0
PRNP	232	52	88	167	161	309	172	320	44	100
RARA	128	73	127	269	241	82	11	6	31	24
MCL1	129	50	225	44	112	138	52	144	0	33
NTN5	16	13	24	29	56	23	10	29	0	2
PIWIL2	11	1	0	0	20	1	0	0	0	18
PTGES	29	10	18	17	16	11	26	34	0	11
TMEM131L	54	12	46	45	30	31	17	15	0	17
PBX1	92	14	0	22	45	23	5	4	0	5
PPP2R1A	172	78	277	181	184	212	253	341	210	79
QPCTL	9	7	0	18	22	0	0	0	0	8
LYG1	26	5	0	11	14	16	0	0	0	8
MATK	15	37	0	25	74	27	0	16	0	19
NKX2-4	0	0	0	0	0	0	0	0	0	0
PHF20	64	14	45	36	57	70	47	78	0	17
PSMB1	348	130	94	309	597	457	219	270	130	412
RER1	101	39	85	68	49	59	50	22	78	27
MRPL18	259	77	303	171	370	468	499	755	359	320
OTUB1	1086	488	879	882	859	1034	1236	975	726	419
PPARA	49	57	23	0	58	1	29	0	0	38
PWP2	139	43	262	55	147	174	182	222	158	60
LSM14A	203	43	182	141	170	129	50	159	0	80
MAPT	73	16	0	71	26	36	20	0	0	1
NFRKB	297	81	189	174	289	119	81	105	0	240
PDCD6IP	617	353	606	1016	1199	815	949	988	567	372
PRPS1	157	27	87	170	313	152	102	148	0	192
RBAK	0	3	0	3	0	0	0	0	0	0
MORN5	0	0	0	0	0	0	0	0	0	0
ONECUT1	0	0	0	0	0	0	0	0	53	2
PLEKHA4	50	19	70	71	46	9	14	29	0	9
PVALB	0	0	0	0	0	0	0	0	0	0
LCP2	52	15	40	55	23	81	43	51	0	9
MAP1LC3B	88	18	18	17	39	32	6	12	50	11
NELL2	8	2	17	3	2	12	81	24	44	23
PROK2	0	0	0	0	0	10	0	0	0	0
RASGRP1	0	0	0	6	9	11	0	0	0	3
S100P	17	14	97	60	217	166	26	111	179	320
SLC10A7	204	94	172	186	225	160	109	193	90	140
STK32C	28	3	0	18	12	0	13	0	0	8
THOC6	66	12	53	60	35	37	41	13	47	16
TMEM184B	16	21	81	73	50	33	43	43	110	20
SEMA3G	4	11	12	7	38	24	10	0	0	2
SMAGP	86	31	180	37	154	46	50	68	0	28
TAS2R43	0	0	0	0	3	0	0	13	0	5
ESR1	0	5	0	1	13	0	5	0	0	0
U2AF2	10	16	95	8	11	0	30	22	0	14
RHOXF1	0	1	0	0	0	0	0	0	0	0
SIX5	12	13	30	51	13	27	9	0	25	18
SPTBN1	33	11	99	22	34	40	22	42	31	12
TFF1	0	0	0	0	0	0	0	0	44	0
TMBIM6	608	452	849	596	1103	769	667	1403	341	874
SEC14L1	129	62	124	151	388	181	161	268	161	164
SLC9A2	0	0	0	0	0	0	0	0	0	0
TAS2R30	35	11	18	23	34	0	16	0	0	16
CYP2B6	0	1	0	0	0	0	0	0	0	0
TSC22D2	35	9	4	38	47	142	132	78	217	25
SIGLEC5	0	0	0	0	3	0	0	0	0	0
SPATA5L1	14	0	40	1	2	20	0	26	0	15
TCEA1	1627	413	1165	894	1403	921	352	402	296	445
HNF1A	0	0	0	0	0	0	0	0	0	0
UTP18	9	9	47	74	103	130	74	124	0	135
SCO2	40	6	120	46	19	163	130	364	375	20
SLC28A1	0	0	0	0	0	0	0	0	0	0
TAS2R14	0	3	0	0	0	0	7	5	0	1
ABCC3	16	0	32	0	24	0	0	21	0	6
TRAPPC12	180	62	104	98	115	101	19	30	0	86
SGK1	187	15	359	77	224	221	164	245	146	66
SNCG	37	19	0	83	18	0	8	34	0	5
TBC1D7	70	26	41	36	60	97	94	119	194	70
GSTP1	2856	993	2014	2269	1782	8219	10355	4938	6598	927
UMPS	0	1	0	4	0	0	0	0	0	1
S1PR5	0	0	0	7	2	0	3	0	0	13
SLC15A1	62	135	206	39	251	29	28	75	0	25
TAC3	0	4	0	5	2	0	0	0	0	2
TLL1	49	12	14	14	56	51	16	32	0	5
CLTRN	0	0	0	0	0	0	0	0	0	0
SEPTIN2	27	13	21	49	32	71	15	23	1	20
SMPD1	159	63	138	127	87	141	56	59	0	42
TAS2R50	0	0	0	0	3	10	0	9	0	8
F3	37	4	0	54	30	33	2	121	0	10
UBE2I	0	10	0	29	19	22	43	9	0	18
RIPPLY3	0	0	21	0	1	0	0	0	0	0
